r (A),g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Be-F,g(r)_unweighted_Be-F,g(r)_weighted_Be-Be,g(r)_unweighted_Be-Be,g(r)_weighted_F-F,g(r)_unweighted_F-F,g(r)_weighted_Be-Li,g(r)_unweighted_Be-Li,g(r)_weighted_Li-F,g(r)_unweighted_Li-F,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.10889488061761762,0.0,0.0,-0.00016589332591415156,-0.0009953599554849096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.11879441521921921,0.0,0.0,-0.0001809745373608926,-0.0010858472241653558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.12869394982082083,0.0,0.0,-0.00019605574880763368,-0.0011763344928458024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.13859348442242242,0.0,0.0,-0.00021113696025437472,-0.0012668217615262485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.14849301902402404,0.0,0.0,-0.0002262181717011158,-0.0013573090302066951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.15839255362562563,0.0,0.0,-0.00024129938314785683,-0.0014477962988871413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.16829208822722722,0.0,0.0,-0.00025638059459459785,-0.0015382835675675874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.17819162282882883,0.0,0.0,-0.00027146180604133895,-0.001628770836248034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.18809115743043042,0.0,0.0,-0.00028654301748807994,-0.0017192581049284802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.19799069203203204,0.0,0.0,-0.00030162422893482104,-0.0018097453736089265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.20789022663363363,0.0,0.0,-0.0003167054403815621,-0.001900232642289373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.21778976123523525,0.0,0.0,-0.0003317866518283031,-0.0019907199109698193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.22768929583683684,0.0,0.0,-0.00034686786327504417,-0.0020812071796502654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.23758883043843843,0.0,0.0,-0.0003619490747217852,-0.0021716944483307116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.24748836504004004,0.0,0.0,-0.00037703028616852625,-0.002262181717011158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.25738789964164166,0.0,0.0,-0.00039211149761526735,-0.0023526689856916048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.26728743424324325,0.0,0.0,-0.0004071927090620084,-0.002443156254372051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.27718696884484484,0.0,0.0,-0.00042227392050874944,-0.002533643523052497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.28708650344644643,0.0,0.0,-0.00043735513195549043,-0.0026241307917329432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.2969860380480481,0.0,0.0,-0.0004524363434022316,-0.0027146180604133902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.30688557264964966,0.0,0.0,-0.0004675175548489726,-0.0028051053290938364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.31678510725125125,0.0,0.0,-0.00048259876629571367,-0.0028955925977742825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.32668464185285284,0.0,0.0,-0.0004976799777424547,-0.0029860798664547287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.33658417645445443,0.0,0.0,-0.0005127611891891957,-0.003076567135135175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.3464837110560561,0.0,0.0,-0.0005278424006359368,-0.0031670544038156214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.35638324565765767,0.0,0.0,-0.0005429236120826779,-0.003257541672496068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.36628278025925926,0.0,0.0,-0.0005580048235294189,-0.003348028941176514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.37618231486086084,0.0,0.0,-0.0005730860349761599,-0.0034385162098569603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.3860818494624625,0.0,0.0,-0.000588167246422901,-0.003529003478537407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.3959813840640641,0.0,0.0,-0.0006032484578696421,-0.003619490747217853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.40588091866566567,0.0,0.0,-0.0006183296693163831,-0.0037099780158982992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.41578045326726726,0.0,0.0,-0.0006334108807631242,-0.003800465284578746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.42567998786886885,0.0,0.0,-0.0006484920922098651,-0.003890952553259192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.4355795224704705,0.0,0.0,-0.0006635733036566062,-0.0039814398219396386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.4454790570720721,0.0,0.0,-0.0006786545151033473,-0.004071927090620085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.45537859167367367,0.0,0.0,-0.0006937357265500883,-0.004162414359300531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.46527812627527526,0.0,0.0,-0.0007088169379968293,-0.004252901627980977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.47517766087687685,0.0,0.0,-0.0007238981494435704,-0.004343388896661423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.4850771954784785,0.0,0.0,-0.0007389793608903115,-0.00443387616534187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.4949767300800801,0.0,0.0,-0.0007540605723370525,-0.004524363434022316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5048762646816817,0.0,0.0,-0.0007691417837837936,-0.0046148507027027625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5147757992832833,0.0,0.0,-0.0007842229952305347,-0.0047053379713832095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5246753338848849,0.0,0.0,-0.0007993042066772756,-0.004795825240063655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5345748684864865,0.0,0.0,-0.0008143854181240168,-0.004886312508744102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5444744030880881,0.0,0.0,-0.000829466629570758,-0.004976799777424549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5543739376896897,0.0,0.0,-0.0008445478410174989,-0.005067287046104994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5642734722912913,0.0,0.0,-0.00085962905246424,-0.005157774314785441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
0.5741730068928929,0.0,0.0,-0.0008747102639109809,-0.0052482615834658864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.95931,0
