r (A),g(r)_weighted_Li-Cl,g(r)_unweighted_Li-Cl,g(r)_weighted_Li-Li,g(r)_unweighted_Li-Li,g(r)_weighted_Cl-Cl,g(r)_unweighted_Cl-Cl,S_i_Li-Cl,Average_SCL,lambda_BC
2.9443110637537537,0.34830581282640316,1.0449174384792095,0.22827617460848573,0.6848285238254572,0.0680191237189236,0.20405737115677083,0.7426316606381963,4.25921,3.893446
2.9582651446246246,0.33657893593695676,1.0097368078108704,0.23948406894437327,0.7184522068331198,0.07636666995568037,0.22910000986704113,0.7426316606381963,4.25921,3.893446
2.9722192254954956,0.32551406843153874,0.9765422052946163,0.25273294414360176,0.7581988324308053,0.08471421619243713,0.2541426485773114,0.7426316606381963,4.25921,3.893446
2.9861733063663665,0.3166328660623637,0.9498985981870911,0.26684288226803377,0.8005286468041013,0.09535387559977435,0.28606162679932307,0.7426316606381963,4.25921,3.893446
3.0001273872372374,0.3077516636931886,0.9232549910795659,0.2809528203924657,0.8428584611773972,0.10848812665503044,0.3254643799650913,0.7426316606381963,4.25921,3.893446
3.0140814681081083,0.2988704613240135,0.8966113839720405,0.29506275851689767,0.885188275550693,0.12171290762371545,0.36513872287114635,0.7426316606381963,4.25921,3.893446
3.028035548978979,0.2899892589548384,0.8699677768645153,0.3073165899318224,0.9219497697954674,0.13786803597886535,0.4136041079365961,0.7426316606381963,4.25921,3.893446
3.0419896298498497,0.2811080565856636,0.8433241697569909,0.3169833986388459,0.9509501959165377,0.15402316433401475,0.46206949300204425,0.7426316606381963,4.25921,3.893446
3.0559437107207206,0.2722268542164885,0.8166805626494656,0.32665020734586964,0.979950622037609,0.1707125421977339,0.5121376265932017,0.7426316606381963,4.25921,3.893446
3.0698977915915915,0.2660118593301571,0.7980355779904713,0.3382094608032407,1.0146283824097222,0.18778706859679012,0.5633612057903704,0.7426316606381963,4.25921,3.893446
3.0838518724624624,0.2598825422162918,0.7796476266488754,0.35318250700078796,1.059547521002364,0.20500050741030273,0.6150015222309082,0.7426316606381963,4.25921,3.893446
3.0978059533333333,0.25375322510242654,0.7612596753072797,0.36815555319833526,1.104466659595006,0.2231257737739969,0.6693773213219907,0.7426316606381963,4.25921,3.893446
3.111760034204204,0.24762390798856126,0.7428717239656838,0.3801876435983408,1.1405629307950225,0.241251040137691,0.723753120413073,0.7426316606381963,4.25921,3.893446
3.125714115075075,0.24149459087469596,0.7244837726240879,0.39192090782888195,1.175762723486646,0.25968145427311606,0.7790443628193482,0.7426316606381963,4.25921,3.893446
3.139668195945946,0.23536527376083072,0.7060958212824922,0.403654172059423,1.210962516178269,0.2782532854008203,0.8347598562024608,0.7426316606381963,4.25921,3.893446
3.153622276816817,0.22923595664696542,0.6877078699408963,0.4153463802401199,1.2460391407203597,0.2965110377295979,0.8895331131887938,0.7426316606381963,4.25921,3.893446
3.167576357687688,0.22312503237976944,0.6693750971393083,0.42690452109955757,1.2807135632986728,0.31374317499321125,0.9412295249796337,0.7426316606381963,4.25921,3.893446
3.1815304385585588,0.21883504107186716,0.6565051232156015,0.4384626619589952,1.3153879858769857,0.3309753122568245,0.9929259367704737,0.7426316606381963,4.25921,3.893446
3.1954845194294292,0.214545049763965,0.643635149291895,0.4500208028184325,1.3500624084552975,0.35707390548643403,1.071221716459302,0.7426316606381963,4.25921,3.893446
3.2094386003003,0.21025505845606274,0.6307651753681882,0.46039976541952204,1.3811992962585662,0.3802211665817571,1.1406634997452714,0.7426316606381963,4.25921,3.893446
3.223392681171171,0.20596506714816046,0.6178952014444814,0.46985642609794975,1.4095692782938494,0.39353054096445284,1.1805916228933586,0.7426316606381963,4.25921,3.893446
3.237346762042042,0.20167507584025818,0.6050252275207746,0.4793130867763775,1.4379392603291326,0.408373018298881,1.225119054896643,0.7426316606381963,4.25921,3.893446
3.251300842912913,0.19738508453235587,0.5921552535970677,0.4887697474548052,1.4663092423644157,0.43534201320216925,1.3060260396065078,0.7426316606381963,4.25921,3.893446
3.265254923783784,0.1934756613286628,0.5804269839859885,0.49915925009457807,1.4974777502837342,0.46137816735834597,1.384134502075038,0.7426316606381963,4.25921,3.893446
